C,0.854819696,11-5/11-500,"Let 's set the record str8 ! ! 11-5 was originally a police code name for heroine in particular , and narcotics in general . Back in the 1980s of 's from the infamous east Oakland turf known as sobrante park(spy 's ) named their turf 11-5 because of all the dope dealing that was going on in that neighborhood back in the days . Over ten years later , in the 90s a San Francisco rap group originally part of the rap group 'cold world hustlers ' started calling themselves 11/5 . Know your history people ! "
C,0.869501637,acourtneylove,"[crack ] [prostitution ] and [heroine ] all describe a Courtney love . ; ; IE. looking like a $ 2 hooker , doped up on smack . also , see crackandaprostitute .com "
C,0.832258297,aeris,"See also [earth ] ; ; aegis Gainsborough , the heroine of final fantasy vii . "
C,0.836287734,aeroenlite,The screen name rumored around [wood bridge senior high school ] to be the one of some guy who 'deals drugs ' online because of its resemblance to **heroine light** 
C,0.839848809,aids,"Aids-'acquired immune deficiency syndrome ' , caused by the retrovirus [HIV] . As far as we know now there is no cure , however there is a form a treatment that can help to extend the life span of a person with aids . Aid breaks down the immune system and puts you at risk of dying from a year cold . symptoms include : anal bleeding , rash , and dryness , dispersing of blood orally , dried mouth and lips , violent involuntary shaking , rapid weight loss , and eventual death . Ways to avoid it is safe sex , not using heroine , protecting open wounds , and knowing your partner . Aids is transmitted through blood , breast milk , or semen . Not specifically anal sex , although this is common . It has killed thousands of people worldwide , especially Americans in the 1980s . "
C,0.906926047,alaine,"alien is normally a male , middle age ( 35-55 ) , and sort of smelly and has the nature and demeanor of a hobo , or sort of rapid , old , fat man . aliens are usually nice and friendly , especially to the children ( bow chick bow wow . ) and they keep to themselves , not normally having many friends . ; ; the main things to know about aliens is that they are usually friendly , and safe for the most part , but keep them away from special 'substances ' ( IE cocaine , heroine , PCP , etc. ) they sight and smell of such things will drive them insane , and the results of the interaction may leave you mentally , physically and emotionally scared . No joke , ; ; stay away from any shape or form of alien with anything like that , ; ; for your own good . "
C,0.869329157,aotz,"Advent of the zenith . A map developed by rising_dusk , with custom spells as well as skins . One of the higher-tiered as' , it ranks among to , cod , and am . aotz 's official clan goes by vs. the latest version can always be found at valor-zeal .org , the clan website , where one can also find the official forums for aotz . ; ; though the map is less item-based than data , the effects and feel of the entire map are leaps and bounds ahead of the most popular as . Though people make comparisons to data , people fail to realize that data is merely a map which possessed a huge fan base in rock ( reign of chaos ) . Comparing data to aotz is like trying to compare cheap crack with pure heroine . ; ; though limited in heroes , compared to data , one must realize that most custom as ' are much more limited in heroes than in standard as ' like data . In maps such as am and to , one also sees a lack of a dictionary of heroes like in data . But once one casts a spell in any of the custom as' , one realizes why there are fewer heroes . ; ; it is a sheer fact . ; ; quality > quantity ; ; aotz > data ; ; and that , sir , is a go . "
C,0.840359283,avoid,"How to avoid many things in the world : ; ; 1)anal ; ; a)while in prison do n't bend over to pick-up a bar of soap , get someone else to do it ; ; b)do n't pick up a transsexual on the way home from a bar or strip-club , it 'll be very painful ; ; c)do n't be gay ! ! ! ; ; 2)ugly people( in general ) ; ; a)do n't pick-up any ugly chicks unless your that damn desperate ; ; b)do n't walk into them , they may have cooties( low )or herpes or any std 's known to mankind ; ; c )just do n't talk to them ; ; 3)death ; ; a)do n't walk into a fucking highway and stand there( that goes out to Joel ) ; ; b)do n't get high on heroine and list drunk and grab a shotgun , you 'll end up blowing your brains out ; ; c)do n't call a black-man a nigger ; ; d)do n't go swimming with fat people( like Fidel ) he has man boobs ; ; e)do n't go to any fetish clubs , their quite painful , besides their stretch your balls to your feet ; ; 4)listening to music you hate ; ; a)do n't go to any concerts that you hate , unless you 're going to go on stage rape the guy on the spot and burn everyone alive ; ; b)bring your own mp3 , iPod , or disc man , it helps to turn off the world outside ; ; c)do n't watch much music , it only plays fucking hip-hop and rap nowadays "
C,0.829128024,ayabrea,The really hot heroine of the parasite eve games . 
C,0.833303327,banging,The specific act of using a hypodermic needle to inject illegal drugs into your body . Most heroine and morphine abusers are 'dangers ' because they 'bang ' their dope . 
